mcl(2)Z3534	FBgn0069177
CG2540	FBgn0030411
eIF-2beta	FBgn0004926
Tsp96F	FBgn0027865
Fbw5	FBgn0031773
dsRNABP6	FBgn0015932
grg	FBgn0004682
CG10863	FBgn0027552
2L2845	FBgn0260598
T-cp1	FBgn0003676
CR46247	FBgn0267969
l(3)neo23	FBgn0013627
CG33947	FBgn0083068
l(3)05697	FBgn0010873
f7	FBgn0022333
CG46298	FBgn0283625
eH3	FBgn0019823
Rh6	FBgn0019940
l(1)Y110	FBgn0005136
Nmdar2	FBgn0053513
CR45991	FBgn0267653
CG32085	FBgn0052085
l(2)SH1468	FBgn0065438
CG14083	FBgn0036852
CG18342	FBgn0033689
CG6665	FBgn0034172
pup	FBgn0067661
Sik3	FBgn0262103
ex	FBgn0004583
CR31084	FBgn0051084
l(1)Mc1	FBgn0001799
Cul3	FBgn0261268
CR45317	FBgn0266856
Akt1	FBgn0010379
Dnah3	FBgn0035581
Su(osk)M26	FBgn0020891
CG2126	FBgn0039876
CG32691	FBgn0052691
CR44166	FBgn0265051
C752	FBgn0259411
EG165	FBgn0262064
exu::Dpse\\exu2	FBgn0014957
CG42300	FBgn0259196
l(2)22Af	FBgn0040133
UQCR-11	FBgn0260008
hip11	FBgn0025933
fs(2)C10	FBgn0020855
E(ftz)2828	FBgn0082684
CG5011	FBgn0040723
sala	FBgn0003313
tio::tsh	FBgn0265319
CG2076	FBgn0030263
small-narrow	FBgn0003443
l(2)SH0749	FBgn0065647
BG01428	FBgn0070008
CG1513	FBgn0033463
l(2)37CDa	FBgn0015456
EP704	FBgn0083234
ETH	FBgn0028738
l(3)SG1	FBgn0002448
CG15611	FBgn0034194
l(2)37Cg	FBgn0086447
CG16940	FBgn0035111
Dsor3	FBgn0020467
Doe	FBgn0046162
Taf8	FBgn0022724
CR44800	FBgn0266035
na	FBgn0002917
CG4286	FBgn0034601
Su(tor)2-87	FBgn0014060
senju	FBgn0031676
CG12826	FBgn0033207
Su(rst)E290	FBgn0043985
tRNA:Ser-AGA-2-1	FBgn0011982
CG5599	FBgn0030612
CG11379	FBgn0040362
fog	FBgn0000719
CG42231	FBgn0087041
Ltn1	FBgn0262517
l(3)s9999	FBgn0023004
CG9876	FBgn0034821
l(3)rO220	FBgn0024582
kin17	FBgn0024887
CG11629	FBgn0032965
CG30050	FBgn0050050
CG14330	FBgn0038512
CG17768	FBgn0032240
Su(var)203	FBgn0266058
l(1)3Db	FBgn0020847
l(3)S084512b	FBgn0060635
Cct5	FBgn0010621
l(3)77CDk	FBgn0029014
CG43445	FBgn0263399
CG31093	FBgn0051093
Ste:CG33246	FBgn0053246
l(1)G0378	FBgn0028304
CG31664	FBgn0051664
ms(2)Fra-39	FBgn0259757
su(RpII140[Z36])S4	FBgn0025124
l(1)ts1107	FBgn0005479
spen	FBgn0016977
CG33626	FBgn0053626
snoRNA:U31:54Ec	FBgn0063379
A359	FBgn0024506
CG13865	FBgn0039965
CG11145	FBgn0033168
CG4858	FBgn0037011
Crp22	FBgn0020220
didy	FBgn0261400
Prx6005	FBgn0031479
CG15073	FBgn0034379
acclinal-wing	FBgn0000023
CG9427	FBgn0037721
udd	FBgn0033261
l(2)gl	FBgn0002121
l(1)18DEa	FBgn0020544
CG4806	FBgn0260456
fws	FBgn0024689
CG1958	FBgn0029940
CG15202	FBgn0030271
EP1410	FBgn0084135
CG34229	FBgn0259832
FCP-E	FBgn0264397
GSd319	FBgn0260383
mdg	FBgn0002696
CG31917	FBgn0031668
CG13437	FBgn0034541
l(2)42Be	FBgn0043039
flrdB	FBgn0000679
l(3)68Fb	FBgn0002257
Antp::Ubx	FBgn0013352
l(1)G0255	FBgn0028336
CG5724	FBgn0038082
SERCA	FBgn0263006
tu(1)53	FBgn0003874
CG17186	FBgn0038741
UQCR-14L	FBgn0039576
CR33797	FBgn0053797
CR45320	FBgn0266859
naz	FBgn0264256
spd	FBgn0065045
l(2)36Ca	FBgn0002006
CG13041	FBgn0036605
CG31923	FBgn0051923
CG34164	FBgn0085193
CG14490	FBgn0034281
l(3)S127416	FBgn0027989
Su(tor)3-333	FBgn0014066
l(1)K7	FBgn0016805
CR44124	FBgn0264955
CG9222	FBgn0031784
CG13933	FBgn0035270
CR41519	FBgn0085664
CG4465	FBgn0038750
NT1	FBgn0261526
Oct-TyrR	FBgn0004514
fs(2)OW805	FBgn0005081
C155	FBgn0259252
CR44465	FBgn0265658
rsc	FBgn0003282
CG15332	FBgn0029986
GSd248	FBgn0260363
CG14236	FBgn0040605
Z2-0557	FBgn0261875
l(1)DM-5	FBgn0011168
rush	FBgn0025381
l(3)S093909	FBgn0028059
l(2)25Bf	FBgn0001919
Sap-r	FBgn0000416
Ppn	FBgn0003137
CG8152	FBgn0034008
CG7611	FBgn0037094
l(3)S135305	FBgn0060378
CG34214	FBgn0085243
wa	FBgn0003999
Dyb	FBgn0033739
l(3)61Db-S	FBgn0087014
CG15728	FBgn0030409
Caf1-180	FBgn0030054
kay	FBgn0001297
Edem2	FBgn0032480
CG13965	FBgn0032834
tRNA:Met-CAT-1-2	FBgn0011916
dipp-6	FBgn0005015
Tango10	FBgn0030330
l(3)73Bb	FBgn0002286
CG12772	FBgn0030055
CG45764	FBgn0267411
CG16959	FBgn0036481
primo-2	FBgn0040076
CR11235	FBgn0031135
CG13311	FBgn0035929
His1:CG33855	FBgn0053855
Plexate	FBgn0003176
CG34250	FBgn0085279
l(2)22Ah	FBgn0040131
GTD74-77.3	FBgn0044057
pyp	FBgn0003180
ds	FBgn0000497
ms(2)HB30	FBgn0015518
CG6293	FBgn0037807
loose-caboose	FBgn0264651
oxt	FBgn0015360
Nle	FBgn0021874
E(var)19	FBgn0022806
tRNA:Met-CAT-1-5	FBgn0011919
mute	FBgn0085444
Mul1	FBgn0035483
CR45826	FBgn0267476
sbe	FBgn0069084
Shaw	FBgn0003386
CG7878	FBgn0037549
ninaG	FBgn0037896
CG43673	FBgn0263748
CG6218	FBgn0038321
Trax	FBgn0038327
snoRNA:Me28S-U2134a	FBgn0086051
CR45409	FBgn0266958
Rlb1	FBgn0014022
alphaTub84B::bcd	FBgn0024152
B0729	FBgn0259666
l(2)k09903	FBgn0021982
CG5780	FBgn0032446
CR45641	FBgn0267201
antr	FBgn0050488
l(2)rL220	FBgn0011782
l(3)E3	FBgn0027129
EC3959	FBgn0261737
srd	FBgn0003503
rux::Dere\\rux	FBgn0066326
Acph-1	FBgn0000032
CG30383	FBgn0050383
l(1)G0024	FBgn0027328
CG33252	FBgn0053252
CG42558	FBgn0260760
ms(3)04202	FBgn0011252
CG13124	FBgn0032156
dgt5	FBgn0033740
Tep5	FBgn0264845
CR43463	FBgn0266428
Fs(3)Boj	FBgn0001031
Ipp	FBgn0016672
CG14422	FBgn0029645
MRP	FBgn0032456
CG17048	FBgn0033828
sqz	FBgn0010768
l(3)AFA17	FBgn0011047
CG15643	FBgn0030654
CG9004	FBgn0035336
CG8141	FBgn0038125
CG11007	FBgn0034455
CG31870	FBgn0051870
l(3)93DFh	FBgn0025754
X-187-38	FBgn0069316
l(2)SH0194	FBgn0065904
tRNA:Gln-TTG-2-1	FBgn0052493
Dhc36C	FBgn0013810
cab	FBgn0000248
fs(2)OW107	FBgn0005061
CR43899	FBgn0264500
dalm2	FBgn0024697
snoRNA:snR38:54Eb	FBgn0063374
BG02514	FBgn0267353
mir-3642	FBgn0263632
E(sina)46C	FBgn0013940
CG9399	FBgn0037715
MED30	FBgn0035149
l(1)2Cd	FBgn0001392
ms(1)14	FBgn0002799
CG14265	FBgn0040393
CG32709	FBgn0052709
rdm	FBgn0003219
CG30412	FBgn0050412
l(1)air1	FBgn0004477
CG13131	FBgn0032175
fs(2)LJ25	FBgn0040217
E(smoDN)1171	FBgn0083315
fs(1)M46	FBgn0000854
mcl(3)Z2138	FBgn0069158
BG01367	FBgn0070009
galectin	FBgn0031213
CG15571	FBgn0029696
mei-1	FBgn0002706
fs(3)G1	FBgn0014961
CG12081	FBgn0030053
ste24b	FBgn0034175
CG13527	FBgn0034776
l(3)S011406	FBgn0061090
ttm2	FBgn0035124
CG32824	FBgn0052824
CG40473	FBgn0069976
C3G	FBgn0259228
CG44869	FBgn0266163
l(1)10Fj	FBgn0001516
l(1)72	FBgn0019761
pf-2	FBgn0043864
CG10883	FBgn0038781
l(2)SH0148	FBgn0065924
CG4586	FBgn0029924
sina	FBgn0003410
l(3)99Df	FBgn0002405
CG33201	FBgn0053201
X-164-5	FBgn0069321
Ibf2	FBgn0037669
l(3)S132312	FBgn0060395
l(2)SH1622	FBgn0065394
CR43435	FBgn0263383
alpha-Man-Ic	FBgn0051202
CG34221	FBgn0085250
bright	FBgn0000219
HM515	FBgn0082343
CG17574	FBgn0033777
Oat	FBgn0022774
CG11975	FBgn0037648
l(3)S024106	FBgn0061032
Fili	FBgn0085397
anon-1Aa	FBgn0015860
CG31278	FBgn0051278
E(rst)D70	FBgn0044089
slif	FBgn0037203
CR45524	FBgn0267080
CG32767	FBgn0052767
CR44467	FBgn0265660
CG8129	FBgn0037684
l(3)S147915d	FBgn0060310
CR45191	FBgn0266701
l(2)27Db	FBgn0001949
l(2)39Ah	FBgn0016875
RecQ5	FBgn0027375
mir-4910	FBgn0263577
S1P	FBgn0037105
CG40189	FBgn0058189
GSd495	FBgn0260249
CR44315	FBgn0265374
pncr013:4	FBgn0262731
l(2)46DEa	FBgn0015963
CR44667	FBgn0265878
ms(2)11R	FBgn0002821
bol	FBgn0011206
anon-92Eb	FBgn0014936
CG8929	FBgn0034504
GstE5	FBgn0063495
CG15440	FBgn0031607
qin	FBgn0263974
l(3)63Fd	FBgn0016010
l(2)k06408	FBgn0022130
l(1)G0250	FBgn0027253
TrpRS-m	FBgn0036763
noy	FBgn0016049
aft	FBgn0026309
CG33172	FBgn0053172
Vsx2	FBgn0263512
l(3)97Da	FBgn0013586
Obp51a	FBgn0043530
Dhfr	FBgn0004087
l(3)63Da	FBgn0004565
l(2)Sp10	FBgn0002168
CR44985	FBgn0266320
vtd	FBgn0260987
CR45252	FBgn0266787
l(2)SH0239	FBgn0065878
l(3)85Ff	FBgn0005553
Pcp15	FBgn0013316
Mod(Prat:bw)3-3	FBgn0067872
l(3)S003302b	FBgn0061127
snoRNA:Or-CD8	FBgn0086061
CG10336	FBgn0032698
CG6059	FBgn0039491
ry	FBgn0003308
mit(1)4	FBgn0002754
l(1)air13	FBgn0004486
l(2)46Df	FBgn0014990
siren8	FBgn0260034
demented	FBgn0015927
l(3)63Bb	FBgn0002191
CG12417	FBgn0040564
l(3)F55	FBgn0002429
r	FBgn0003189
CG13685	FBgn0035816
l(3)L0499	FBgn0024530
CG6271	FBgn0039476
l(3)S000108b	FBgn0061147
CG41132	FBgn0041008
E-2c	FBgn0084552
Cpr64Ad	FBgn0035513
CR45117	FBgn0266592
l(3)S070806c	FBgn0060705
ms(2)A1	FBgn0025158
CG41063	FBgn0069956
CG41262	FBgn0085584
CG12910	FBgn0033502
l(1)Stark-b	FBgn0011043
CG14663	FBgn0040683
l(2)k12914	FBgn0263852
CG14423	FBgn0029646
slow-phase	FBgn0026172
CG32260	FBgn0052260
beat-IIIb	FBgn0053179
l(2)43Cc	FBgn0004129
CG5860	FBgn0038506
Mod(Prat:bw)2-4	FBgn0067879
ER2-7A	FBgn0016642
did	FBgn0261519
CR45997	FBgn0267659
mcl(3)Z1641	FBgn0069163
dod	FBgn0015379
diehard1	FBgn0283660
CG3714	FBgn0031589
fs(1)164	FBgn0045057
l(2)k09920	FBgn0021978
Su(rst)E392	FBgn0043982
CR44866	FBgn0266160
CG8032	FBgn0037606
capu	FBgn0000256
Idefix\\env	FBgn0027382
CS-2	FBgn0029091
Samuel	FBgn0032330
vsg	FBgn0045823
CG15731	FBgn0030390
CG13042	FBgn0036602
CR46234	FBgn0267954
mir-9379	FBgn0283553
GILT3	FBgn0039098
CG31010	FBgn0051010
EP-1008	FBgn0259313
CG11816	FBgn0030495
TwdlX	FBgn0052571
CG40139	FBgn0058139
Gpb5	FBgn0063368
betaNACtes5	FBgn0262163
l(2)SH0778	FBgn0065632
CG34396	FBgn0085425
CG43389	FBgn0263246
Strip	FBgn0035437
CG8388	FBgn0034062
l(2)06655	FBgn0028621
Spt7	FBgn0030874
His2B:CG33910	FBgn0053910
fra::unc-5	FBgn0061172
l(2)SH2323	FBgn0065196
mtb	FBgn0002866
l(2)SH0643	FBgn0065691
CG10841	FBgn0038163
Fs(3)Hub	FBgn0001051
tra	FBgn0003741
CG11828	FBgn0039616
CG33993	FBgn0053993
CG42518	FBgn0260392
CG31139	FBgn0051139
tal-AA	FBgn0259733
l(2)W17	FBgn0028608
tRNA:Thr-CGT-1-2	FBgn0051334
CG32100	FBgn0052100
CR40253	FBgn0058253
E(smoDN)A	FBgn0083256
Nc94B	FBgn0010353
l(1)G0462	FBgn0029050
viaf	FBgn0036237
l(3)S136414b	FBgn0060375
CG42537	FBgn0260645
Prosalpha1	FBgn0263121
Bx42	FBgn0004856
CR43146	FBgn0262622
Ski6	FBgn0032487
l(2)ff10	FBgn0005142
l(1)YL21	FBgn0001882
CG10804	FBgn0029663
CR33222	FBgn0053222
His4:CG33907	FBgn0053907
BG01128	FBgn0070015
l(3)S045305	FBgn0060880
tRNA:Lys-CTT-1-1	FBgn0011891
mRpS18A	FBgn0051450
l(2)k07403	FBgn0024659
Ubx::Afra\\Ubx	FBgn0061189
snoRNA:Me28S-U1688	FBgn0086044
l(3)96Ba	FBgn0024861
l(2)SH0765	FBgn0065637
CR40613	FBgn0085756
Pdr	FBgn0003051
Gc70	FBgn0086217
Act57B	FBgn0000044
Hr83	FBgn0037436
l(2)56Fe	FBgn0004703
Cib2	FBgn0034558
His3:CG33842	FBgn0053842
Fs(3)Bot	FBgn0001032
l(3)S148316b	FBgn0060306
3R-40-7	FBgn0070040
BG00737	FBgn0265486
sx	FBgn0005361
CG13899	FBgn0040690
l(3)SH052	FBgn0065155
abr	FBgn0000019
Tlk	FBgn0283657
CG12009	FBgn0035430
CR43684	FBgn0263767
CR44823	FBgn0266070
su(Bar)	FBgn0003547
Reg-17	FBgn0016712
CG12470	FBgn0040371
Femcoat	FBgn0041252
csn	FBgn0045859
insc::pins	FBgn0266386
l(2)SH0573	FBgn0065719
pico	FBgn0261811
CR44502	FBgn0265695
CR44820	FBgn0266067
Gr59b	FBgn0045482
CG45489	FBgn0267045
l(1)7B	FBgn0019754
scaRNA:PsiU5-44	FBgn0263487
l(1)I33f3-1	FBgn0011615
mir-4942	FBgn0263573
Mst77Y-14Psi	FBgn0262763
Drep4	FBgn0028406
l(2)52Fe	FBgn0024876
tRNA:Asn-GTT-1-8	FBgn0011934
Cpr67Fb	FBgn0036110
Mst75Cb	FBgn0010346
l(3)S023941b	FBgn0061034
P307	FBgn0067060
Margin	FBgn0002649
CR44730	FBgn0265943
Pex2	FBgn0035876
l(2)k10825	FBgn0021936
l(1)ESHS40	FBgn0001719
l(1)3C3	FBgn0005111
CG3570	FBgn0035035
bos	FBgn0000205
Rpt6R	FBgn0039788
l(3)S112202b	FBgn0060471
l(3)SG5	FBgn0002452
l(2)k14403	FBgn0024630
CG31397	FBgn0051397
CG7747	FBgn0034109
CG30460	FBgn0050460
Nup358	FBgn0039302
snoRNA:Psi28S-1135a	FBgn0083012
Su(Ste):CR42408	FBgn0259839
CR45226	FBgn0266753
fz3	FBgn0027343
rgn	FBgn0261258
CG10933	FBgn0034264
CR44068	FBgn0264877
CG34057	FBgn0054057
BG00218	FBgn0263942
CR43855	FBgn0264437
Hex-A	FBgn0001186
l(3)S039606b	FBgn0060941
corto	FBgn0010313
CR44304	FBgn0265363
E(var)3-7	FBgn0013253
Acyp2	FBgn0038363
l(1)291-54	FBgn0011176
rab	FBgn0003192
CG13008	FBgn0030780
Ae	FBgn0005578
CG7979	FBgn0035848
snoRNA:Psi18S-525g	FBgn0083032
l(4)102EFf	FBgn0004538
l(1)13	FBgn0019790
l(2)SH0026	FBgn0065963
CG7837	FBgn0039696
CR43157	FBgn0262687
CG11037	FBgn0037038
CR44537	FBgn0265730
EP-472	FBgn0259288
blue	FBgn0283709
afl	FBgn0019909
CG1791	FBgn0030163
l(3)05822	FBgn0010877
Mod(var)E1275	FBgn0062573
CR45150	FBgn0266643
CG13451	FBgn0036525
l(3)X2	FBgn0016907
CR44203	FBgn0265098
CG1354	FBgn0030151
E(sda)C	FBgn0066130
EP-P	FBgn0259410
pre-mod(mdg4)-C	FBgn0266170
scaRNA:PsiU2-35.45	FBgn0263479
SsRbeta	FBgn0011016
CG11997	FBgn0037662
l(3)ET13	FBgn0005219
CG3999	FBgn0037801
mas	FBgn0011653
l(2)05095a	FBgn0028623
l(2)SH0555	FBgn0065730
l(3)96Ff	FBgn0010148
trsn	FBgn0033528
Six4	FBgn0027364
CR45223	FBgn0266750
anon-72ABk	FBgn0014927
CR43754	FBgn0264085
CG34432	FBgn0085461
4.5SRNA	FBgn0000001
Cp110	FBgn0031191
CR44389	FBgn0265539
CG45154	FBgn0266647
CG4332	FBgn0030456
jyx	FBgn0001294
l(1)PB8P	FBgn0013504
l(3)S066317	FBgn0028112
CG5986	FBgn0043455
Est-Q	FBgn0037090
3R-69-15	FBgn0070036
CG18809	FBgn0042132
CR43983	FBgn0264715
pcv	FBgn0003047
mip120	FBgn0033846
CG42688	FBgn0265263
CG6145	FBgn0033853
CG31409	FBgn0051409
S(CycE[JP])42S33	FBgn0082622
CR43865	FBgn0264447
CR44915	FBgn0266220
l(1)G0115	FBgn0026674
CG11695	FBgn0030316
l(1)M47	FBgn0001773
CG7705	FBgn0038639
mit(1)21	FBgn0002769
LanB1	FBgn0261800
CG30178	FBgn0050178
REG	FBgn0029133
l(1)ts1081	FBgn0005478
Pebp2beta	FBgn0011696
CG2064	FBgn0033205
l(3)68Bd	FBgn0002237
hir	FBgn0001194
CG10357	FBgn0035453
srp	FBgn0003507
CG7194	FBgn0035868
CG31053	FBgn0051053
CG8149	FBgn0037700
Gr28b	FBgn0045495
Zwilch	FBgn0061476
Suppressor-of-Punch	FBgn0069350
PH4alphaSG1	FBgn0051014
CG4546	FBgn0038373
l(1)nc1	FBgn0001812
CG14561	FBgn0037149
DTD46.5	FBgn0044492
anon-57Ca	FBgn0020342
fs(1)A248	FBgn0000744
CR44673	FBgn0265884
mah	FBgn0002640
l(3)82Eb	FBgn0025486
l(2)03845	FBgn0010558
CR45729	FBgn0267293
ash1	FBgn0005386
Or65c	FBgn0041623
nompE	FBgn0043872
fli-385	FBgn0000666
CG34451	FBgn0085480
mRpL23	FBgn0035335
l(3)S077009b	FBgn0060678
CG14418	FBgn0040354
l(3)85Db	FBgn0004735
rdt	FBgn0003223
CG10581	FBgn0037046
CG3700	FBgn0034796
W55	FBgn0084462
ms(1)20Aa	FBgn0002806
RpS14a	FBgn0004403
Est-A	FBgn0005038
l(2)SH0251	FBgn0065873
B2014	FBgn0259561
CR45702	FBgn0267266
CG11523	FBgn0037156
CR46106	FBgn0267775
CG32971	FBgn0052971
cact::Hsap\\NFKBIA	FBgn0045861
CG13012	FBgn0030769
CR45460	FBgn0267016
l(1)Q75	FBgn0011114
CG3773	FBgn0038692
scy	FBgn0014383
Pex23	FBgn0052226
l(3)S124802a	FBgn0060439
Lasp	FBgn0063485
BubR1	FBgn0263855
CR46256	FBgn0267989
pte	FBgn0003157
CG9235	FBgn0034560
CG10782	FBgn0029651
tRNA:Glu-TTC-1-4	FBgn0011850
l(3)DTS1	FBgn0002414
l(3)S103505b	FBgn0028026
l(3)S075101	FBgn0028094
l(2)IH2	FBgn0027167
CR45215	FBgn0266742
l(3)64Cg	FBgn0016897
Cyp313a3	FBgn0038007
ms(1)516	FBgn0002810
CR45948	FBgn0267610
CR42530	FBgn0260435
l(1)7Bf	FBgn0001438
CG6182	FBgn0039158
CG31324	FBgn0051324
Cp19	FBgn0000358
CG33095	FBgn0053095
snoRNA:Psi18S-525i	FBgn0083030
CG9005	FBgn0033638
CG9733	FBgn0039759
nuss	FBgn0266469
CypB	FBgn0013769
CG40225	FBgn0058225
Cyp450_U5csm	FBgn0044501
U2af65	FBgn0015318
CG7370	FBgn0037133
CR40601	FBgn0085500
brp	FBgn0259246
dec-1::Dvir\\dec-1	FBgn0046846
CG18827	FBgn0042150
wupA	FBgn0283471
CG11985	FBgn0040534
snmRNA:430:CR33727	FBgn0053727
l(2)M	FBgn0005173
CG3323	FBgn0029750
CG31047	FBgn0051047
odd-striped	FBgn0014370
Ucp4B	FBgn0031758
ACE3	FBgn0015004
bcd::RpLP2	FBgn0024702
unc-119	FBgn0025549
CG5171	FBgn0031907
CG13473	FBgn0036442
28SrRNA:CR45837	FBgn0267497
CG4069	FBgn0036301
CR30267	FBgn0050267
l(1)N34	FBgn0016853
Cap-H2	FBgn0037831
l(1)ts6225	FBgn0001851
Mod(var)26	FBgn0062580
l(3)67Ab	FBgn0002198
CR46066	FBgn0267735
Cyp4g15	FBgn0030304
CG43815	FBgn0264363
Dark	FBgn0263864
l(3)ry50	FBgn0014325
anon-91Aa	FBgn0016783
l(3)S104207b	FBgn0060511
Listericin	FBgn0033593
tRNA:Gln-CTG-2-4	FBgn0051939
D19B	FBgn0022699
mir-2494	FBgn0262233
l(3)68Fh	FBgn0019693
anon-38D.7	FBgn0046638
shakB	FBgn0085387
l(2)39ADd	FBgn0016866
snoRNA:U14:30Eb	FBgn0063391
l(3)SH048	FBgn0065157
CG31055	FBgn0051055
dlmd	FBgn0000469
Oatp26F	FBgn0051634
CR45435	FBgn0266984
anon-5Cc	FBgn0020339
pins	FBgn0040080
l(2)k14614	FBgn0021849
CG15155	FBgn0032669
l(2)21Df	FBgn0001892
l(3)13m-320	FBgn0015999
Ptp69D	FBgn0014007
fs(1)2Ca	FBgn0014167
l(2)k14206	FBgn0021862
l(2)k077	FBgn0041118
Su(SuRaf1)IV	FBgn0026351
Osi8	FBgn0037415
CG14629	FBgn0040398
mdg3\\ORF	FBgn0043882
p24-2	FBgn0053105
CG11403	FBgn0026876
CG32061	FBgn0052061
l(2)k09924	FBgn0021976
CG3528	FBgn0031430
CG11659	FBgn0038731
l(3)S023941a	FBgn0061035
Rox8	FBgn0005649
COX4	FBgn0032833
CG18117	FBgn0032993
CR43706	FBgn0263845
CG31103	FBgn0051103
l(2)SH0201	FBgn0065900
l(3)S104018b	FBgn0028021
Hus1-like	FBgn0026417
CG13471	FBgn0036443
l(2)42Eb	FBgn0043028
CR45339	FBgn0266878
CR46091	FBgn0267760
RalBp-like	FBgn0026377
rol	FBgn0003271
CG13398	FBgn0032042
Ephrin	FBgn0040324
l(2)45Al	FBgn0041125
E(rst)C317	FBgn0044112
l(1)5PP1	FBgn0013486
sheepish	FBgn0086222
Dia2	FBgn0005675
Ehbp1	FBgn0034180
CR45574	FBgn0267134
CR45970	FBgn0267632
snmRNA:463	FBgn0065091
l(1)TK102	FBgn0005699
Gr47a	FBgn0041242
barb	FBgn0066372
Su(var)321	FBgn0004561
l(2)46Ca	FBgn0014980
mRpL46	FBgn0035272
l(1)54B1	FBgn0019767
l(3)03471	FBgn0010800
Lsd-2	FBgn0030608
CG5470	FBgn0038384
l(3)76BDd	FBgn0025925
Hsepi	FBgn0033087
CR44430	FBgn0265612
l(1)ESHS1	FBgn0001680
l(1)U10	FBgn0013507
mesh	FBgn0051004
CR41470	FBgn0084050
port	FBgn0003127
nsl1	FBgn0262527
l(1)6Df	FBgn0001422
BG02209	FBgn0086395
CG8768	FBgn0033769
tRNA:Lys-TTT-2-2	FBgn0026163
CG13737	FBgn0036382
CG14314	FBgn0038581
CG13697	FBgn0040791
Stalker\\ORF1	FBgn0045962
l(3)S098905b	FBgn0060546
SM2-1	FBgn0041619
CG17575	FBgn0250842
SM3-8	FBgn0041615
CR44659	FBgn0265870
HP4	FBgn0035829
CG44072	FBgn0264881
l(2)W18	FBgn0028607
Fcp3C	FBgn0000644
mwi	FBgn0002913
CG13625	FBgn0039210
su(RpII140[Z36])S14	FBgn0025133
anon-38D.20	FBgn0046646
Or7a	FBgn0030016
CG13082	FBgn0032803
CG8204	FBgn0034033
BG01664	FBgn0069997
CG6503	FBgn0040606
pea	FBgn0086895
mt:tRNA:His-GTG	FBgn0013695
CG14352	FBgn0031351
CG10621	FBgn0032726
CG1603	FBgn0033185
ferm	FBgn0063437
CG43341	FBgn0263046
CG8483	FBgn0038126
CG12552	FBgn0040004
Hex-C	FBgn0001187
Hypnos-1	FBgn0022780
CG44329	FBgn0265417
AGO3	FBgn0250816
CG14861	FBgn0038280
CG31717	FBgn0051717
l(1)9BDa	FBgn0015448
Egm	FBgn0086712
l(2)S3a	FBgn0005181
s-409	FBgn0266507
5SrRNA:CR33375	FBgn0053375
EP-Z	FBgn0259261
l(2)SH1459	FBgn0065440
CR44526	FBgn0265719
CG13226	FBgn0033594
Scim33	FBgn0044395
CG11603	FBgn0040527
l(3)S046020b	FBgn0060873
CR43717	FBgn0263870
Cpr73D	FBgn0036680
CG7523	FBgn0038533
Synj	FBgn0034691
alphaTub67C	FBgn0087040
Sgf11	FBgn0036804
l(2)SH1454	FBgn0065442
mgr	FBgn0264694
CG31370	FBgn0051370
His2A:CG33817	FBgn0053817
CG1968	FBgn0033401
CG5674	FBgn0032656
CG7168	FBgn0038586
Or94a	FBgn0039033
CG15492	FBgn0040970
gl(1)83-27	FBgn0069236
CR45149	FBgn0266642
mdg1\\ORF	FBgn0043883
CG31904	FBgn0260479
AstC-R1	FBgn0036790
tRNA:Gln-CTG-2-2	FBgn0051943
l(1)AL1	FBgn0001579
Fpps	FBgn0025373
Fbp2	FBgn0000640
Salmon	FBgn0005345
spongecake	FBgn0022962
l(2)SH0486	FBgn0065757
M(smoDN)K	FBgn0083187
l(3)61Dc	FBgn0087015
l(2)G562	FBgn0005167
l(3)S089904	FBgn0060614
5.8SrRNA:CR40454	FBgn0250731
CR46142	FBgn0267817
LamC	FBgn0010397
CR45347	FBgn0266886
ftz-f1::Hr39	FBgn0044350
rig	FBgn0250850
S2P	FBgn0033656
CG7369	FBgn0037188
eIF2B-alpha	FBgn0039726
fend	FBgn0030090
CG43145	FBgn0262621
EP-644	FBgn0259374
sorc	FBgn0061479
CR44111	FBgn0264942
sba	FBgn0016754
mir-4966-1	FBgn0263514
Edg64CD	FBgn0000550
l(1)dd10	FBgn0001614
CG33080	FBgn0053080
CG7974	FBgn0035254
CG34196	FBgn0085225
Scotched-eye	FBgn0003325
CR15345	FBgn0040928
B2010	FBgn0259554
wdb	FBgn0027492
l(3)S032401b	FBgn0060961
Suc	FBgn0003550
Chd3	FBgn0023395
Syn2	FBgn0034135
tRNA:Tyr-GTA-1-1	FBgn0052520
l(3)S049405b	FBgn0060842
CR44150	FBgn0264999
CG14196	FBgn0031002
CG12054	FBgn0039831
CG34208	FBgn0085237
CR44814	FBgn0266049
l(1)EN12	FBgn0001675
snoRNA:Me28S-A771	FBgn0086067
Brf	FBgn0038499
CG7084	FBgn0038938
CR43715	FBgn0263868
pff	FBgn0015528
CG11984	FBgn0037655
Pif2	FBgn0046873
CG5953	FBgn0032587
Nop17l	FBgn0033224
Atg18a	FBgn0035850
dl	FBgn0260632
l(2)21Db	FBgn0001888
l(1)7Dk	FBgn0001457
Abl::Abelson\\v-Abl	FBgn0013713
NaPi-T	FBgn0016684
pst	FBgn0035770
CG7497	FBgn0036742
EP-730	FBgn0259393
CG41098	FBgn0069943
Su(var)2-57	FBgn0003619
rls	FBgn0004917
CG43050	FBgn0262352
CR44631	FBgn0265842
CG34001	FBgn0054001
2L0944	FBgn0260077
stp	FBgn0003536
skarped-wing	FBgn0020782
CR45456	FBgn0267012
l(2)PC4-N	FBgn0015985
CR44969	FBgn0266304
Pof	FBgn0035047
l(1)HM452	FBgn0017376
CR44989	FBgn0266324
